2.500000000000000000e+00 5.573489999999999833e-01 2.773520000000000239e-04
7.500000000000000000e+00 5.555240000000000178e-01 2.509550000000000257e-04
1.500000000000000000e+01 5.510610000000000230e-01 1.798720000000000017e-04
2.500000000000000000e+01 5.438600000000000101e-01 2.085570000000000024e-04
3.500000000000000000e+01 5.335370000000000390e-01 2.655439999999999906e-04
4.500000000000000000e+01 5.209840000000000027e-01 2.902979999999999775e-04
5.500000000000000000e+01 5.087749999999999773e-01 3.399400000000000013e-04
6.500000000000000000e+01 5.025399999999999867e-01 4.136650000000000179e-04
7.500000000000000000e+01 5.133809999999999762e-01 5.348669999999999597e-04
8.500000000000000000e+01 5.616959999999999731e-01 6.271690000000000121e-04
